id_cliente,id_produto,id_vendedor,quantidade_vendida,valor_total_venda,desconto,Teve Desconto?,data_venda
"2391","63","5",8,"201,7429",0,"Não","2023-01-02 00:00:00,000"
"3931","97","5",7,"305,2213",0,"Não","2023-02-20 00:00:00,000"
"2623","89","5",8,"652,8865",0,"Não","2023-05-17 00:00:00,000"
"4472","90","5",1,"29,6981",0,"Não","2023-04-01 00:00:00,000"
"4170","100","5",8,"734,3262",0,"Não","2023-09-24 00:00:00,000"
"4907","49","5",3,"151,348",0,"Não","2022-05-09 00:00:00,000"
"2740","46","5",1,"65,6921",0,"Não","2022-04-08 00:00:00,000"
"1070","18","5",5,"136,1167",0,"Não","2022-09-21 00:00:00,000"
"3213","93","5",8,"362,5568",0,"Não","2023-07-09 00:00:00,000"
"3495","10","5",2,"51,1715",0,"Não","2022-06-17 00:00:00,000"
"3982","3","5",7,"330,4775",0,"Não","2023-06-12 00:00:00,000"
"3048","2","5",2,"148,1554",0,"Não","2022-02-24 00:00:00,000"
"2719","49","5",9,"454,0439",0,"Não","2023-01-29 00:00:00,000"
"2928","9","5",9,"350,9034",0,"Não","2023-11-08 00:00:00,000"
"1978","68","5",5,"274,3953",0,"Não","2022-06-13 00:00:00,000"
"3317","52","5",3,"216,8593",0,"Não","2022-02-07 00:00:00,000"
"3391","46","5",9,"591,2288",0,"Não","2022-02-10 00:00:00,000"
"2228","86","5",8,"439,4408",0,"Não","2023-02-10 00:00:00,000"
"2117","1","5",5,"311,5771",0,"Não","2022-02-24 00:00:00,000"
"3644","43","5",8,"-9,9734",0,"Não","2022-08-14 00:00:00,000"
"4569","12","5",8,"376,3551",0,"Não","2022-12-27 00:00:00,000"
"277","29","5",7,"183,4823",0,"Não","2022-11-28 00:00:00,000"
"98","96","5",8,"387,8478",0,"Não","2023-04-17 00:00:00,000"
"3933","60","5",7,"269,6958",0,"Não","2024-01-02 00:00:00,000"
"754","86","5",2,"109,8602",0,"Não","2022-05-20 00:00:00,000"
"3283","49","5",8,"403,5945",0,"Não","2022-08-20 00:00:00,000"
"478","71","5",8,"143,8554",0,"Não","2023-09-01 00:00:00,000"
"3235","30","5",9,"745,6811",0,"Não","2022-01-15 00:00:00,000"
"2879","75","5",6,"278,8975",0,"Não","2023-09-20 00:00:00,000"
"4758","51","5",6,"158,3025",0,"Não","2022-09-05 00:00:00,000"
"3770","57","5",6,"380,7433",0,"Não","2024-02-11 00:00:00,000"
"2507","59","5",6,"257,5151",0,"Não","2023-05-14 00:00:00,000"
"3374","96","5",6,"290,8859",0,"Não","2022-07-11 00:00:00,000"
"2878","13","5",6,"245,6102",0,"Não","2022-08-17 00:00:00,000"
"1783","62","5",6,"485,8824",0,"Não","2022-07-05 00:00:00,000"
"2822","35","5",6,"234,7063",0,"Não","2023-10-17 00:00:00,000"
"269","31","5",6,"191,9255",0,"Não","2023-11-06 00:00:00,000"
"2081","74","5",6,"102,8173",0,"Não","2023-06-08 00:00:00,000"
"874","76","5",6,"499,3764",0,"Não","2023-06-10 00:00:00,000"
"311","77","5",6,"302,5064",0,"Não","2023-10-26 00:00:00,000"
"3492","58","5",6,"371,0177",0,"Não","2023-12-04 00:00:00,000"
"240","21","5",6,"380,4577",0,"Não","2022-09-22 00:00:00,000"
"4326","24","5",6,"398,1468",0,"Não","2023-12-05 00:00:00,000"
"1504","50","5",6,"365,6543",0,"Não","2022-05-03 00:00:00,000"
"624","95","5",6,"418,4801",0,"Não","2022-10-06 00:00:00,000"
"1441","42","5",6,"180,6781",0,"Não","2022-06-23 00:00:00,000"
"2283","41","5",6,"272,568",0,"Não","2022-06-06 00:00:00,000"
"1704","93","5",6,"271,9176",0,"Não","2023-03-13 00:00:00,000"
"2317","20","5",6,"290,9083",0,"Não","2022-03-09 00:00:00,000"
"72","91","5",6,"202,6971",0,"Não","2023-10-15 00:00:00,000"
"3429","93","5",6,"271,9176",0,"Não","2024-02-15 00:00:00,000"
"4455","41","5",6,"272,568",0,"Não","2024-01-31 00:00:00,000"
"4180","59","5",6,"257,5151",0,"Não","2023-04-03 00:00:00,000"
"684","12","5",6,"282,2664",0,"Não","2022-08-08 00:00:00,000"
"1417","68","5",6,"329,2744",0,"Não","2022-10-06 00:00:00,000"
"5000","4","5",6,"245,9773",0,"Não","2023-05-25 00:00:00,000"
"4530","69","5",6,"273,2157",0,"Não","2023-01-11 00:00:00,000"
"3082","13","5",6,"245,6102",0,"Não","2024-02-12 00:00:00,000"
"3462","26","5",6,"191,7538",0,"Não","2023-03-01 00:00:00,000"
"4753","48","5",6,"268,4531",0,"Não","2023-10-26 00:00:00,000"
"2205","47","5",6,"297,6888",0,"Não","2023-01-17 00:00:00,000"
"684","93","5",6,"271,9176",0,"Não","2022-01-27 00:00:00,000"
"38","97","5",6,"261,6183",0,"Não","2022-01-07 00:00:00,000"
"3619","83","5",6,"453,7973",0,"Não","2023-03-12 00:00:00,000"
"3986","1","5",6,"373,8925",0,"Não","2022-05-29 00:00:00,000"
"1486","90","5",6,"178,1887",0,"Não","2023-05-15 00:00:00,000"
"3817","35","5",6,"234,7063",0,"Não","2022-09-10 00:00:00,000"
"2888","47","5",6,"297,6888",0,"Não","2022-02-10 00:00:00,000"
"1786","72","5",6,"200,5804",0,"Não","2022-07-09 00:00:00,000"
"231","71","5",6,"107,8915",0,"Não","2023-12-27 00:00:00,000"
"2469","60","5",6,"231,1678",0,"Não","2022-01-24 00:00:00,000"
"3919","61","5",6,"312,2228",0,"Não","2022-09-06 00:00:00,000"
"3702","33","5",6,"260,5658",0,"Não","2022-09-05 00:00:00,000"
"894","36","5",6,"280,4649",0,"Não","2022-08-11 00:00:00,000"
"4086","66","5",6,"306,1065",0,"Não","2022-08-03 00:00:00,000"
"1905","26","5",6,"191,7538",0,"Não","2022-04-28 00:00:00,000"
"2676","69","5",6,"273,2157",0,"Não","2023-10-29 00:00:00,000"
"970","46","5",6,"394,1525",0,"Não","2023-05-24 00:00:00,000"
"1606","49","5",6,"302,6959",0,"Não","2024-01-29 00:00:00,000"
"2947","92","5",6,"149,0907",0,"Não","2022-02-07 00:00:00,000"
"1638","93","5",6,"271,9176",0,"Não","2023-08-06 00:00:00,000"
"197","13","5",6,"245,6102",0,"Não","2023-09-05 00:00:00,000"
"1810","36","5",6,"280,4649",0,"Não","2022-10-18 00:00:00,000"
"338","80","5",6,"226,0366",0,"Não","2022-03-06 00:00:00,000"
"3339","93","5",6,"271,9176",0,"Não","2022-03-05 00:00:00,000"
"4502","90","5",6,"178,1887",0,"Não","2022-04-01 00:00:00,000"
"1828","11","5",6,"239,0232",0,"Não","2023-05-17 00:00:00,000"
"2596","74","5",6,"102,8173",0,"Não","2022-03-21 00:00:00,000"
"4256","50","5",6,"365,6543",0,"Não","2022-03-16 00:00:00,000"
"2076","33","5",6,"260,5658",0,"Não","2022-05-06 00:00:00,000"
"4271","5","5",6,"300,0634",0,"Não","2022-09-26 00:00:00,000"
"91","55","5",6,"352,6171",0,"Não","2022-08-30 00:00:00,000"
"4648","5","5",4,"200,0422",0,"Não","2023-04-07 00:00:00,000"
"1690","36","5",4,"186,9766",0,"Não","2022-01-28 00:00:00,000"
"1778","71","5",4,"71,9277",0,"Não","2022-11-06 00:00:00,000"
"1682","2","5",4,"296,3108",0,"Não","2023-06-09 00:00:00,000"
"1918","71","5",4,"71,9277",0,"Não","2022-07-03 00:00:00,000"
"4572","83","5",4,"302,5315",0,"Não","2022-09-08 00:00:00,000"
"1281","16","5",4,"224,0379",0,"Não","2022-09-16 00:00:00,000"
"1673","92","5",4,"99,3938",0,"Não","2022-09-16 00:00:00,000"
"4939","42","5",4,"120,4521",0,"Não","2023-11-21 00:00:00,000"
"4656","91","5",4,"135,1314",0,"Não","2023-03-12 00:00:00,000"
"1009","91","5",4,"135,1314",0,"Não","2023-10-25 00:00:00,000"
"3152","57","5",4,"253,8289",0,"Não","2023-06-23 00:00:00,000"
"3960","96","5",4,"193,9239",0,"Não","2022-12-19 00:00:00,000"
"4119","54","5",4,"257,4549",0,"Não","2022-08-23 00:00:00,000"
"3013","92","5",4,"99,3938",0,"Não","2023-04-01 00:00:00,000"
"4513","32","5",4,"251,0714",0,"Não","2022-06-16 00:00:00,000"
"2196","74","5",4,"68,5449",0,"Não","2022-12-27 00:00:00,000"
"3082","36","5",4,"186,9766",0,"Não","2023-04-07 00:00:00,000"
"872","33","5",4,"173,7105",0,"Não","2023-09-20 00:00:00,000"
"4232","55","5",4,"235,0781",0,"Não","2022-06-21 00:00:00,000"
"2050","50","5",4,"243,7695",0,"Não","2022-04-18 00:00:00,000"
"453","11","5",4,"159,3488",0,"Não","2024-01-24 00:00:00,000"
"2372","29","5",4,"104,847",0,"Não","2023-12-03 00:00:00,000"
"3095","62","5",4,"323,9216",0,"Não","2024-01-23 00:00:00,000"
"2367","8","5",4,"16,3055",0,"Não","2023-01-13 00:00:00,000"
"2563","68","5",4,"219,5163",0,"Não","2023-10-12 00:00:00,000"
"249","74","5",4,"68,5449",0,"Não","2023-12-03 00:00:00,000"
"3127","68","5",4,"219,5163",0,"Não","2023-07-07 00:00:00,000"
"4829","69","5",4,"182,1438",0,"Não","2022-08-12 00:00:00,000"
"1048","48","5",4,"178,9687",0,"Não","2024-01-03 00:00:00,000"
"1648","35","5",4,"156,4709",0,"Não","2023-03-07 00:00:00,000"
"141","78","5",4,"218,4561",0,"Não","2023-12-07 00:00:00,000"
"3262","23","5",4,"75,6993",0,"Não","2023-11-25 00:00:00,000"
"259","100","5",4,"367,1631",0,"Não","2023-07-28 00:00:00,000"
"3512","1","5",4,"249,2617",0,"Não","2023-03-14 00:00:00,000"
"4696","76","5",4,"332,9176",0,"Não","2022-10-28 00:00:00,000"
"2173","9","5",4,"155,9571",0,"Não","2024-01-15 00:00:00,000"
"1085","74","5",4,"68,5449",0,"Não","2022-10-31 00:00:00,000"
"3288","29","5",4,"104,847",0,"Não","2022-01-05 00:00:00,000"
"2816","75","5",4,"185,9316",0,"Não","2023-01-28 00:00:00,000"
"383","29","5",4,"104,847",0,"Não","2023-09-21 00:00:00,000"
"3341","12","5",4,"188,1776",0,"Não","2023-08-20 00:00:00,000"
"742","79","5",4,"99,1868",0,"Não","2022-10-28 00:00:00,000"
"2122","64","5",4,"82,598",0,"Não","2022-12-13 00:00:00,000"
"2618","19","5",4,"283,1289",0,"Não","2023-10-15 00:00:00,000"
"3348","18","5",4,"108,8934",0,"Não","2022-01-06 00:00:00,000"
"972","36","5",4,"186,9766",0,"Não","2022-03-25 00:00:00,000"
"515","37","5",4,"203,2735",0,"Não","2022-10-24 00:00:00,000"
"3200","94","5",4,"237,3087",0,"Não","2022-09-29 00:00:00,000"
"4435","37","5",4,"203,2735",0,"Não","2023-08-19 00:00:00,000"
"4142","90","5",4,"118,7925",0,"Não","2022-02-22 00:00:00,000"
"4181","66","5",4,"204,071",0,"Não","2023-06-14 00:00:00,000"
"806","44","5",4,"184,7178",0,"Não","2023-11-25 00:00:00,000"
"257","95","5",4,"278,9868",0,"Não","2023-02-28 00:00:00,000"
"1339","30","5",4,"331,4138",0,"Não","2023-08-02 00:00:00,000"
"1376","99","5",4,"133,1886",0,"Não","2022-04-05 00:00:00,000"
"3527","54","5",4,"257,4549",0,"Não","2022-07-14 00:00:00,000"
"3679","72","5",4,"133,7202",0,"Não","2023-07-14 00:00:00,000"
"4492","33","5",4,"173,7105",0,"Não","2023-10-02 00:00:00,000"
"193","35","5",4,"156,4709",0,"Não","2023-04-20 00:00:00,000"
"2593","54","5",4,"257,4549",0,"Não","2023-02-15 00:00:00,000"
"4329","5","5",4,"200,0422",0,"Não","2023-07-12 00:00:00,000"
"3250","95","5",4,"278,9868",0,"Não","2022-04-11 00:00:00,000"
"2046","41","5",4,"181,712",0,"Não","2023-09-04 00:00:00,000"
"4666","77","5",4,"201,6709",0,"Não","2022-01-11 00:00:00,000"
"4267","24","5",4,"265,4312",0,"Não","2022-04-14 00:00:00,000"
"4925","7","5",4,"84,4916",0,"Não","2023-09-12 00:00:00,000"
"3472","52","5",4,"289,1457",0,"Não","2022-11-17 00:00:00,000"
"1961","93","4",8,"362,5568",0,"Não","2023-12-10 00:00:00,000"
"196","12","4",8,"376,3551",0,"Não","2022-10-10 00:00:00,000"
"4676","82","4",8,"349,1656",0,"Não","2022-04-08 00:00:00,000"
"1780","73","4",8,"383,4792",0,"Não","2022-07-10 00:00:00,000"
"1782","56","4",8,"403,1387",0,"Não","2023-09-07 00:00:00,000"
"626","28","4",8,"580,0696",0,"Não","2023-10-17 00:00:00,000"
"551","89","4",8,"652,8865",0,"Não","2023-10-11 00:00:00,000"
"149","46","4",8,"525,5367",0,"Não","2023-02-17 00:00:00,000"
"865","24","4",8,"530,8623",0,"Não","2023-03-29 00:00:00,000"
"613","34","4",8,"496,51",0,"Não","2023-12-09 00:00:00,000"
"67","61","4",8,"416,297",0,"Não","2022-11-23 00:00:00,000"
"1725","23","4",8,"151,3986",0,"Não","2023-08-31 00:00:00,000"
"3203","67","4",8,"427,7347",0,"Não","2022-06-12 00:00:00,000"
"1486","76","4",8,"665,8352",0,"Não","2023-01-07 00:00:00,000"
"187","53","4",8,"514,461",0,"Não","2022-08-31 00:00:00,000"
"3995","48","4",8,"357,9375",0,"Não","2023-02-07 00:00:00,000"
"3004","59","4",8,"343,3535",0,"Não","2023-10-24 00:00:00,000"
"3034","71","4",8,"143,8554",0,"Não","2023-06-03 00:00:00,000"
"3995","14","4",8,"632,3948",0,"Não","2022-08-26 00:00:00,000"
"304","61","4",8,"416,297",0,"Não","2022-11-30 00:00:00,000"
"4138","29","4",8,"209,6941",0,"Não","2022-01-14 00:00:00,000"
"2101","38","4",8,"239,65",0,"Não","2023-12-29 00:00:00,000"
"610","8","4",8,"32,611",0,"Não","2022-11-08 00:00:00,000"
"1287","17","4",8,"499,5531",0,"Não","2023-12-23 00:00:00,000"
"1673","21","4",8,"507,2769",0,"Não","2023-07-27 00:00:00,000"
"3815","46","4",8,"525,5367",0,"Não","2023-11-23 00:00:00,000"
"13","24","4",8,"530,8623",0,"Não","2022-03-11 00:00:00,000"
"2582","77","4",8,"403,3418",0,"Não","2023-05-31 00:00:00,000"
"1629","5","4",8,"400,0845",0,"Não","2024-01-27 00:00:00,000"
"2416","8","4",8,"32,611",0,"Não","2023-05-12 00:00:00,000"
"3723","32","4",8,"502,1427",0,"Não","2023-02-28 00:00:00,000"
"420","29","4",8,"209,6941",0,"Não","2023-10-23 00:00:00,000"
"4509","93","4",8,"362,5568",0,"Não","2023-08-25 00:00:00,000"
"4915","38","4",8,"239,65",0,"Não","2022-08-04 00:00:00,000"
"1221","85","4",8,"222,1667",0,"Não","2022-10-01 00:00:00,000"
"3961","95","4",8,"557,9735",0,"Não","2022-11-20 00:00:00,000"
"1621","28","4",8,"580,0696",0,"Não","2022-04-30 00:00:00,000"
"3220","3","4",8,"377,6886",0,"Não","2022-04-03 00:00:00,000"
"3629","67","4",8,"427,7347",0,"Não","2022-08-31 00:00:00,000"
"1424","38","4",8,"239,65",0,"Não","2022-01-04 00:00:00,000"
"2023","17","4",8,"499,5531",0,"Não","2023-04-09 00:00:00,000"
"1612","50","4",8,"487,5391",0,"Não","2023-12-23 00:00:00,000"
"146","100","4",8,"734,3262",0,"Não","2023-11-21 00:00:00,000"
"3531","87","4",8,"479,7155",0,"Não","2022-10-28 00:00:00,000"
"1894","58","4",8,"494,6903",0,"Não","2023-01-08 00:00:00,000"
"2373","23","4",8,"151,3986",0,"Não","2023-06-03 00:00:00,000"
"2158","70","4",8,"638,3782",0,"Não","2022-05-06 00:00:00,000"
"4503","18","4",8,"217,7867",0,"Não","2023-08-09 00:00:00,000"
"178","80","4",8,"301,3822",0,"Não","2022-09-16 00:00:00,000"
"2429","13","4",8,"327,4803",0,"Não","2023-10-25 00:00:00,000"
"637","44","4",8,"369,4356",0,"Não","2023-03-05 00:00:00,000"
"4223","93","4",8,"362,5568",0,"Não","2024-01-12 00:00:00,000"
"3215","92","4",8,"198,7875",0,"Não","2022-05-13 00:00:00,000"
"2692","62","4",8,"647,8432",0,"Não","2024-02-13 00:00:00,000"
"865","17","4",8,"499,5531",0,"Não","2022-09-30 00:00:00,000"
"2196","44","4",8,"369,4356",0,"Não","2023-03-29 00:00:00,000"
"2903","72","4",8,"267,4405",0,"Não","2022-01-10 00:00:00,000"
"2394","89","4",8,"652,8865",0,"Não","2024-02-19 00:00:00,000"
"1437","24","4",8,"530,8623",0,"Não","2023-01-19 00:00:00,000"
"3406","79","4",8,"198,3736",0,"Não","2022-07-16 00:00:00,000"
"516","48","4",8,"357,9375",0,"Não","2023-11-11 00:00:00,000"
"4077","72","4",8,"267,4405",0,"Não","2022-03-15 00:00:00,000"
"4417","22","4",8,"228,5028",0,"Não","2023-01-02 00:00:00,000"
"755","36","4",8,"373,9531",0,"Não","2022-08-18 00:00:00,000"
"1630","75","4",8,"371,8633",0,"Não","2022-05-08 00:00:00,000"
"4820","81","4",8,"339,9686",0,"Não","2022-05-16 00:00:00,000"
"442","10","4",8,"204,686",0,"Não","2022-07-21 00:00:00,000"
"3062","91","4",8,"270,2628",0,"Não","2022-09-06 00:00:00,000"
"751","23","4",8,"151,3986",0,"Não","2023-07-04 00:00:00,000"
"717","86","4",8,"439,4408",0,"Não","2023-08-07 00:00:00,000"
"2040","91","4",8,"270,2628",0,"Não","2023-01-15 00:00:00,000"
"2220","57","4",8,"507,6578",0,"Não","2022-08-06 00:00:00,000"
"2598","69","4",5,"227,6798",0,"Não","2024-01-08 00:00:00,000"
"4370","45","4",2,"196,5046",0,"Não","2023-11-24 00:00:00,000"
"3961","59","4",7,"300,4343",0,"Não","2023-11-24 00:00:00,000"
"4574","30","4",6,"497,1208",0,"Não","2023-12-08 00:00:00,000"
"1807","4","4",4,"163,9849",0,"Não","2022-11-13 00:00:00,000"
"1988","92","4",3,"74,5453",0,"Não","2022-02-07 00:00:00,000"
"3047","53","4",7,"450,1534",0,"Não","2023-04-25 00:00:00,000"
"3172","32","4",3,"188,3035",0,"Não","2023-01-04 00:00:00,000"
"4424","59","4",7,"300,4343",0,"Não","2023-01-11 00:00:00,000"
"1474","94","4",4,"237,3087",0,"Não","2022-10-16 00:00:00,000"
"1382","91","4",3,"101,3485",0,"Não","2022-05-08 00:00:00,000"
"2041","40","4",7,"278,1501",0,"Não","2022-02-25 00:00:00,000"
"2601","54","4",3,"193,0911",0,"Não","2022-04-18 00:00:00,000"
"2365","10","4",1,"25,5858",0,"Não","2022-03-06 00:00:00,000"
"3645","54","4",1,"64,3637",0,"Não","2022-07-26 00:00:00,000"
"3927","53","4",7,"450,1534",0,"Não","2022-07-26 00:00:00,000"
"4301","73","4",9,"431,4141",0,"Não","2022-03-17 00:00:00,000"
"1099","21","4",7,"443,8673",0,"Não","2023-10-07 00:00:00,000"
"2669","47","4",3,"148,8444",0,"Não","2023-08-18 00:00:00,000"
"955","2","4",1,"74,0777",0,"Não","2023-10-12 00:00:00,000"
"3792","9","4",9,"350,9034",0,"Não","2023-04-26 00:00:00,000"
"2064","40","4",5,"198,6786",0,"Não","2024-01-23 00:00:00,000"
"2764","57","4",4,"253,8289",0,"Não","2022-12-01 00:00:00,000"
"4870","26","4",6,"191,7538",0,"Não","2022-04-09 00:00:00,000"
"1037","96","4",6,"290,8859",0,"Não","2022-04-11 00:00:00,000"
"2738","77","4",2,"100,8355",0,"Não","2023-05-22 00:00:00,000"
"2153","34","4",1,"62,0637",0,"Não","2022-04-20 00:00:00,000"
"251","9","4",2,"77,9785",0,"Não","2024-02-20 00:00:00,000"
"3505","96","4",3,"145,4429",0,"Não","2023-11-26 00:00:00,000"
"3090","12","4",6,"282,2664",0,"Não","2022-05-03 00:00:00,000"
"4714","95","4",3,"209,2401",0,"Não","2022-05-27 00:00:00,000"
"3918","41","4",6,"272,568",0,"Não","2022-06-20 00:00:00,000"
"101","2","4",1,"74,0777",0,"Não","2022-06-25 00:00:00,000"
"2757","91","4",4,"135,1314",0,"Não","2022-07-23 00:00:00,000"
"2781","39","4",7,"453,7154",0,"Não","2023-09-02 00:00:00,000"
"4988","70","4",7,"558,5809",0,"Não","2022-08-04 00:00:00,000"
"3986","45","4",1,"98,2523",0,"Não","2022-08-07 00:00:00,000"
"1591","16","4",3,"168,0285",0,"Não","2022-08-12 00:00:00,000"
"3951","50","4",1,"60,9424",0,"Não","2023-08-30 00:00:00,000"
"3145","39","4",6,"388,8989",0,"Não","2022-08-31 00:00:00,000"
"3815","95","4",7,"488,2268",0,"Não","2022-12-03 00:00:00,000"
"341","93","4",6,"271,9176",0,"Não","2022-09-12 00:00:00,000"
"3347","64","4",1,"20,6495",0,"Não","2024-01-12 00:00:00,000"
"2507","2","4",1,"74,0777",0,"Não","2022-10-13 00:00:00,000"
"1313","19","4",1,"70,7822",0,"Não","2023-11-23 00:00:00,000"
"854","21","4",7,"443,8673",0,"Não","2022-11-02 00:00:00,000"
"4470","45","4",9,"884,2708",0,"Não","2023-12-29 00:00:00,000"
"3965","30","4",7,"579,9742",0,"Não","2022-11-05 00:00:00,000"
"2780","57","4",9,"571,115",0,"Não","2022-12-18 00:00:00,000"
"2739","70","4",6,"478,7836",0,"Não","2023-02-15 00:00:00,000"
"2206","4","4",2,"81,9924",0,"Não","2023-02-13 00:00:00,000"
"4657","62","4",9,"728,8236",0,"Não","2023-03-09 00:00:00,000"
"4158","36","4",4,"186,9766",0,"Não","2023-04-13 00:00:00,000"
"2166","53","4",4,"257,2305",0,"Não","2023-04-20 00:00:00,000"
"989","82","4",6,"261,8742",0,"Não","2023-08-07 00:00:00,000"
"1159","57","4",5,"317,2861",0,"Não","2023-09-10 00:00:00,000"
"392","81","4",1,"42,4961",0,"Não","2023-08-26 00:00:00,000"
"4294","44","4",1,"46,1794",0,"Não","2023-06-24 00:00:00,000"
"4517","91","4",1,"33,7828",0,"Não","2023-06-30 00:00:00,000"
"1937","75","4",9,"418,3462",0,"Não","2023-07-14 00:00:00,000"
"3400","92","4",5,"124,2422",0,"Não","2023-03-23 00:00:00,000"
"3089","95","4",5,"348,7335",0,"Não","2023-10-12 00:00:00,000"
"4839","70","4",7,"558,5809",0,"Não","2022-02-22 00:00:00,000"
"107","15","4",5,"282,6745",0,"Não","2023-08-08 00:00:00,000"
"3310","82","4",1,"43,6457",0,"Não","2022-12-22 00:00:00,000"
"3259","31","4",9,"287,8883",0,"Não","2022-03-01 00:00:00,000"
"1075","53","4",1,"64,3076",0,"Não","2023-08-14 00:00:00,000"
"545","10","4",4,"102,343",0,"Não","2023-04-20 00:00:00,000"
"4864","81","4",9,"382,4647",0,"Não","2023-07-15 00:00:00,000"
"1212","8","4",9,"36,6874",0,"Não","2023-04-01 00:00:00,000"
"3497","77","4",5,"252,0886",0,"Não","2022-11-21 00:00:00,000"
"3089","88","4",6,"436,8179",0,"Não","2023-04-28 00:00:00,000"
"235","93","4",7,"317,2372",0,"Não","2023-04-26 00:00:00,000"
"1464","45","4",7,"687,7662",0,"Não","2023-05-09 00:00:00,000"
"1273","23","4",2,"37,8496",0,"Não","2022-10-03 00:00:00,000"
"4748","48","4",7,"313,1953",0,"Não","2022-07-30 00:00:00,000"
"3634","36","4",5,"233,7207",0,"Não","2023-08-23 00:00:00,000"
"2948","98","4",9,"477,3164",0,"Não","2022-06-15 00:00:00,000"
"727","91","4",4,"135,1314",0,"Não","2023-08-25 00:00:00,000"
"635","58","4",3,"185,5088",0,"Não","2023-11-11 00:00:00,000"
"2602","47","4",4,"198,4592",0,"Não","2022-11-13 00:00:00,000"
"2795","7","4",4,"84,4916",0,"Não","2023-07-04 00:00:00,000"
"3599","63","4",7,"176,525",0,"Não","2022-01-27 00:00:00,000"
"3228","81","4",5,"212,4804",0,"Não","2022-05-27 00:00:00,000"
"2344","97","4",6,"261,6183",0,"Não","2022-05-10 00:00:00,000"
"3047","33","4",5,"217,1382",0,"Não","2023-05-24 00:00:00,000"
"1595","54","4",7,"450,546",0,"Não","2023-12-05 00:00:00,000"
"1246","52","4",5,"361,4322",0,"Não","2023-06-22 00:00:00,000"
"4711","50","4",5,"304,7119",0,"Não","2022-01-14 00:00:00,000"
"1333","51","4",6,"158,3025",0,"Não","2023-11-27 00:00:00,000"
"1841","41","4",2,"90,856",0,"Não","2023-10-15 00:00:00,000"
"3710","4","4",3,"122,9886",0,"Não","2023-03-10 00:00:00,000"
"2284","79","4",9,"223,1703",0,"Não","2023-12-01 00:00:00,000"
"3515","90","4",1,"29,6981",0,"Não","2023-12-22 00:00:00,000"
"1724","23","4",1,"18,9248",0,"Não","2023-10-12 00:00:00,000"
"772","100","4",9,"826,117",0,"Não","2023-06-06 00:00:00,000"
"3739","12","4",3,"141,1332",0,"Não","2022-06-25 00:00:00,000"
"3320","17","4",4,"249,7766",0,"Não","2022-12-15 00:00:00,000"
"3381","87","4",6,"359,7866",0,"Não","2022-12-11 00:00:00,000"
"4799","78","4",9,"491,5262",0,"Não","2022-01-13 00:00:00,000"
"1470","13","4",7,"286,5452",0,"Não","2023-07-13 00:00:00,000"
"3125","90","4",2,"59,3962",0,"Não","2023-08-12 00:00:00,000"
"4842","53","4",3,"192,9229",0,"Não","2022-10-22 00:00:00,000"
"4099","51","4",3,"79,1512",0,"Não","2023-11-07 00:00:00,000"
"1562","6","4",3,"186,0724",0,"Não","2024-02-19 00:00:00,000"
"4425","3","4",9,"424,8997",0,"Não","2022-07-23 00:00:00,000"
"3629","9","4",1,"38,9893",0,"Não","2022-06-15 00:00:00,000"
"2270","24","4",9,"597,2201",0,"Não","2023-09-18 00:00:00,000"
"3824","2","4",5,"370,3884",0,"Não","2023-12-06 00:00:00,000"
"2873","61","4",3,"156,1114",0,"Não","2022-02-06 00:00:00,000"
"1765","20","4",6,"290,9083",0,"Não","2022-10-17 00:00:00,000"
"310","6","4",7,"434,1689",0,"Não","2024-01-25 00:00:00,000"
"465","80","4",9,"339,0549",0,"Não","2022-10-15 00:00:00,000"
"4850","8","4",4,"16,3055",0,"Não","2023-07-09 00:00:00,000"
"1835","99","4",5,"166,4857",0,"Não","2023-07-17 00:00:00,000"
"428","29","4",4,"104,847",0,"Não","2022-04-17 00:00:00,000"
"1425","28","4",6,"435,0522",0,"Não","2023-02-10 00:00:00,000"
"3221","72","4",3,"100,2902",0,"Não","2022-08-14 00:00:00,000"
"3627","7","4",7,"147,8603",0,"Não","2022-03-25 00:00:00,000"
"245","56","4",7,"352,7463",0,"Não","2024-01-06 00:00:00,000"
"4298","74","4",1,"17,1362",0,"Não","2023-10-31 00:00:00,000"
"3261","16","4",2,"112,019",0,"Não","2022-10-27 00:00:00,000"
"318","54","4",1,"64,3637",0,"Não","2024-02-12 00:00:00,000"
"2666","98","4",3,"159,1055",0,"Não","2023-06-14 00:00:00,000"
"1651","69","4",7,"318,7517",0,"Não","2023-08-15 00:00:00,000"
"4390","80","4",3,"113,0183",0,"Não","2023-04-17 00:00:00,000"
"4088","52","4",4,"289,1457",0,"Não","2022-11-30 00:00:00,000"
"4934","23","4",5,"94,6241",0,"Não","2023-09-17 00:00:00,000"
"4030","51","4",6,"158,3025",0,"Não","2022-04-06 00:00:00,000"
"3789","42","4",1,"30,113",0,"Não","2024-01-30 00:00:00,000"
"2751","25","4",7,"402,6973",0,"Não","2023-10-26 00:00:00,000"
"614","51","4",1,"26,3837",0,"Não","2022-02-21 00:00:00,000"
"2698","5","4",5,"250,0528",0,"Não","2022-06-25 00:00:00,000"
"3224","91","4",7,"236,4799",0,"Não","2023-12-29 00:00:00,000"
"161","33","4",2,"86,8553",0,"Não","2023-05-17 00:00:00,000"
"2008","1","4",5,"311,5771",0,"Não","2023-06-11 00:00:00,000"
"4528","27","4",3,"97,8202",0,"Não","2022-01-12 00:00:00,000"
